generation	phenotype	value
PRP	devL1LP	6.5
PRP	devLPA	4
PRP	mass	1.1
PRP	eggsize	144.54654929741787
PRP	winglength	1.787
PRP	devL1A	10.5
PRP	devL1LP	6.5
PRP	devLPA	4
RRP	mass	0.9
RRP	eggsize	105.24007543526672
RRP	winglength	1.791
RRP	devL1A	10.5
RRP	devL1LP	6.5
RRP	devLPA	4
RRP	mass	0.6
RRP	eggsize	109.6424740876331
RRP	winglength	1.794
RRP	devL1A	10.5
RRP	devL1LP	6.5
RRP	devLPA	4
PPP	mass	1.3
PPP	eggsize	125.79903366921761
PPP	winglength	1.795
PPP	devL1A	10.5
PPP	devL1LP	7.5
PPP	devLPA	3
RRP	mass	1.0
RRP	eggsize	147.75505253898132
RRP	ovarno	30.0
RRP	winglength	1.796
RRP	devL1A	9.5
RRP	devL1LP	5.5
RRP	devLPA	4
RRP	mass	0.8
RRP	eggsize	187.2996659328565
RRP	ovarno	28.0
RRP	winglength	1.801
RRP	devL1A	10.5
RRP	devL1LP	5.5
RRP	devLPA	5
PSP	mass	1.0
PSP	eggsize	160.7844375622018
PSP	ovarno	22.0
PSP	winglength	1.803
PSP	devL1A	11.5
PSP	devL1LP	6.5
PSP	devLPA	5
PPP	mass	1.0
PPP	eggsize	129.31069563369147
PPP	ovarno	30.0
PPP	winglength	1.805
PPP	devL1A	11.5
PPP	devL1LP	7.5
PPP	devLPA	4
RRP	mass	1.0
RRP	eggsize	155.11367935310344
RRP	winglength	1.807
RRP	devL1A	10.5
RRP	devL1LP	5.5
RRP	devLPA	5
PPP	mass	1.0
PPP	eggsize	155.07138553995472
PPP	winglength	1.81
PPP	devL1A	11.5
PPP	devL1LP	7.5
PPP	devLPA	4
RRP	mass	0.9
RRP	eggsize	183.98289988515043
RRP	winglength	1.817
RRP	devL1A	10.5
RRP	devL1LP	6.5
RRP	devLPA	4
RRP	mass	1.1
RRP	eggsize	236.6957757987573
RRP	winglength	1.817
RRP	devL1A	9.5
RRP	devL1LP	5.5
RRP	devLPA	4
PPP	mass	0.9
PPP	eggsize	154.79265486488822
PPP	ovarno	29.0
PPP	winglength	1.822
PPP	devL1A	12.5
PPP	devL1LP	8.5
PPP	devLPA	4
PPP	mass	1.0
PPP	eggsize	136.23979767360115
PPP	winglength	1.824
PPP	devL1A	11.5
PPP	devL1LP	7.5
PPP	devLPA	4
RPP	mass	1.3
RPP	eggsize	197.09771951137537
RPP	ovarno	28.0
RPP	winglength	1.826
RPP	devL1A	8.5
RPP	devL1LP	4.5
RPP	devLPA	4
PSP	mass	1.1
PSP	eggsize	146.99049727482546
PSP	winglength	1.83
PSP	devL1A	11.5
PSP	devL1LP	7.5
PSP	devLPA	4
RPP	mass	1.2
RPP	eggsize	187.8267376184803
RPP	winglength	1.83
RPP	devL1A	9.5
RPP	devL1LP	5.5
RPP	devLPA	4
RPP	mass	1.2
RPP	eggsize	120.38150471403436
RPP	winglength	1.831
RPP	devL1A	9.6
RPP	devL1LP	5.6
RPP	devLPA	4
PRP	mass	1.0
PRP	eggsize	223.80591109827787
PRP	ovarno	29.0
PRP	winglength	1.832
PRP	devL1A	10.5
PRP	devL1LP	6.5
PRP	devLPA	4
PSP	mass	1.2
PSP	eggsize	83.36614038811706
PSP	winglength	1.832
PSP	devL1A	10.5
PSP	devL1LP	5.5
PSP	devLPA	5
PRP	mass	1.2
PRP	eggsize	126.62199437213653
PRP	ovarno	25.0
PRP	winglength	1.834
PRP	devL1A	11.5
PRP	devL1LP	7.5
PRP	devLPA	4
RPP	mass	1.1
RPP	eggsize	212.53457991624165
RPP	winglength	1.834
RPP	devL1A	9.5
RPP	devL1LP	5.5
RPP	devLPA	4
RRP	mass	1.2
RRP	eggsize	154.04267715644025
RRP	winglength	1.834
RRP	devL1A	9.5
RRP	devL1LP	5.5
RRP	devLPA	4
PSP	mass	1.3
PSP	eggsize	150.02830434764684
PSP	ovarno	29.0
PSP	winglength	1.836
PSP	devL1A	12.5
PSP	devL1LP	7.5
PSP	devLPA	5
RRP	mass	1.1
RRP	eggsize	203.83220249229322
RRP	ovarno	30.0
RRP	winglength	1.837
RRP	devL1A	8.5
RRP	devL1LP	4.5
RRP	devLPA	4
RPP	mass	1.0
RPP	eggsize	168.4969493550113
RPP	winglength	1.837
RPP	devL1A	9.5
RPP	devL1LP	6.5
RPP	devLPA	3
PRP	mass	1.3
PRP	eggsize	127.02687255977519
PRP	winglength	1.839
PRP	devL1A	11.5
PRP	devL1LP	6.5
PRP	devLPA	5
RPP	mass	1.2
RPP	eggsize	71.91622260537835
RPP	ovarno	30.0
RPP	winglength	1.84
RPP	devL1A	9.5
RPP	devL1LP	5.5
RPP	devLPA	4
PRP	mass	1.1
PRP	eggsize	102.14843593969472
PRP	winglength	1.84
PRP	devL1A	10.5
PRP	devL1LP	6.5
PRP	devLPA	4
PSP	mass	1.0
PSP	eggsize	179.50936691333703
PSP	winglength	1.84
PSP	devL1A	10.5
PSP	devL1LP	6.5
PSP	devLPA	4
PPP	mass	1.2
PPP	eggsize	148.76230297570874
PPP	ovarno	28.0
PPP	winglength	1.841
PPP	devL1A	12.5
PPP	devL1LP	8.5
PPP	devLPA	4
PPP	mass	1.0
PPP	eggsize	136.1623320185854
PPP	winglength	1.842
PPP	devL1A	11.5
PPP	devL1LP	7.5
PPP	devLPA	4
PSP	mass	1.3
PSP	eggsize	181.5107739148763
PSP	winglength	1.843
PSP	devL1A	11.5
PSP	devL1LP	7.5
PSP	devLPA	4
RRP	mass	0.9
RRP	eggsize	119.22807986852489
RRP	winglength	1.845
RRP	devL1A	9.5
RRP	devL1LP	5.5
RRP	devLPA	4
RPP	mass	1.0
RPP	eggsize	166.51292002689226
RPP	ovarno	32.0
RPP	winglength	1.846
RPP	devL1A	9.5
RPP	devL1LP	5.5
RPP	devLPA	4
PPP	mass	1.0
PPP	eggsize	54.458020461773955
PPP	winglength	1.847
PPP	devL1A	11.5
PPP	devL1LP	6.5
PPP	devLPA	5
RRP	mass	1.0
RRP	eggsize	132.75666403023325
RRP	winglength	1.847
RRP	devL1A	10.5
RRP	devL1LP	5.5
RRP	devLPA	5
PSP	mass	1.0
PSP	eggsize	173.21144182613784
PSP	ovarno	29.0
PSP	winglength	1.849
PSP	devL1A	10.5
PSP	devL1LP	6.5
PSP	devLPA	4
PRP	mass	1.1
PRP	eggsize	136.2856295772217
PRP	winglength	1.851
PRP	devL1A	10.5
PRP	devL1LP	6.5
PRP	devLPA	4
PPP	mass	1.2
PPP	eggsize	155.40690207742998
PPP	winglength	1.852
PPP	devL1A	11.5
PPP	devL1LP	5.5
PPP	devLPA	6
PPP	mass	1.5
PPP	eggsize	130.56732497617537
PPP	ovarno	27.0
PPP	winglength	1.854
PPP	devL1A	11.5
PPP	devL1LP	7.5
PPP	devLPA	4
PSP	mass	1.2
PSP	eggsize	130.9378013516262
PSP	winglength	1.854
PSP	devL1A	12.5
PSP	devL1LP	7.5
PSP	devLPA	5
PSP	mass	1.3
PSP	eggsize	208.38491300779827
PSP	ovarno	22.0
PSP	winglength	1.857
PSP	devL1A	10.5
PSP	devL1LP	6.5
PSP	devLPA	4
PSP	mass	1.2
PSP	eggsize	142.26421132031967
PSP	winglength	1.858
PSP	devL1A	12.5
PSP	devL1LP	7.5
PSP	devLPA	5
PSP	mass	0.9
PSP	eggsize	169.56427681727666
PSP	winglength	1.858
PSP	devL1A	10.5
PSP	devL1LP	6.5
PSP	devLPA	4
RRP	mass	0.9
RRP	eggsize	170.98642966640625
RRP	ovarno	47.0
RRP	winglength	1.861
RRP	devL1A	9.5
RRP	devL1LP	5.5
RRP	devLPA	4
PSP	mass	0.9
PSP	eggsize	109.46488736411212
PSP	winglength	1.862
PSP	devL1A	11.5
PSP	devL1LP	7.5
PSP	devLPA	4
RRP	mass	1.2
RRP	eggsize	160.55695024491484
RRP	ovarno	33.0
RRP	winglength	1.863
RRP	devL1A	9.5
RRP	devL1LP	5.5
RRP	devLPA	4
PRP	mass	1.2
PRP	eggsize	140.96508403233676
PRP	winglength	1.863
PRP	devL1A	12.5
PRP	devL1LP	6.5
PRP	devLPA	6
PRP	mass	1.4
PRP	eggsize	136.48962476991406
PRP	winglength	1.863
PRP	devL1A	11.5
PRP	devL1LP	6.5
PRP	devLPA	5
PPP	mass	1.1
PPP	eggsize	126.72038137746438
PPP	winglength	1.865
PPP	devL1A	11.5
PPP	devL1LP	7.5
PPP	devLPA	4
PRP	mass	1.2
PRP	eggsize	133.46796166738147
PRP	ovarno	29.0
PRP	winglength	1.866
PRP	devL1A	11.5
PRP	devL1LP	6.5
PRP	devLPA	5
RPP	mass	1.2
RPP	eggsize	153.45606337508454
RPP	winglength	1.867
RPP	devL1A	10.5
RPP	devL1LP	6.5
RPP	devLPA	4
PPP	mass	1.6
PPP	eggsize	72.07000680851945
PPP	winglength	1.868
PPP	devL1A	11.5
PPP	devL1LP	7.5
PPP	devLPA	4
PPP	mass	1.4
PPP	eggsize	152.87816039894665
PPP	winglength	1.869
PPP	devL1A	10.5
PPP	devL1LP	6.5
PPP	devLPA	4
PSP	mass	1.4
PSP	eggsize	182.32048214484342
PSP	winglength	1.869
PSP	devL1A	11.5
PSP	devL1LP	6.5
PSP	devLPA	5
PRP	mass	1.0
PRP	eggsize	76.54796882956852
PRP	winglength	1.87
PRP	devL1A	11.5
PRP	devL1LP	7.5
PRP	devLPA	4
RPP	mass	1.1
RPP	eggsize	76.21735169745385
RPP	winglength	1.87
RPP	devL1A	9.5
RPP	devL1LP	5.5
RPP	devLPA	4
PRP	mass	1.1
PRP	eggsize	234.1435014320301
PRP	winglength	1.871
PRP	devL1A	10.5
PRP	devL1LP	6.5
PRP	devLPA	4
PSP	mass	1.4
PSP	eggsize	162.3110611834464
PSP	winglength	1.871
PSP	devL1A	11.5
PSP	devL1LP	6.5
PSP	devLPA	5
PPP	mass	1.3
PPP	eggsize	66.71158247132094
PPP	ovarno	30.0
PPP	winglength	1.873
PPP	devL1A	10.5
PPP	devL1LP	6.5
PPP	devLPA	4
PSP	mass	1.3
PSP	eggsize	193.56386916027563
PSP	winglength	1.873
PSP	devL1A	12.5
PSP	devL1LP	6.5
PSP	devLPA	6
PPP	mass	1.4
PPP	eggsize	57.53131407950487
PPP	ovarno	23.0
PPP	winglength	1.874
PPP	devL1A	10.5
PPP	devL1LP	6.5
PPP	devLPA	4
PSP	mass	1.4
PSP	eggsize	141.8549752699283
PSP	winglength	1.875
PSP	devL1A	11.5
PSP	devL1LP	6.5
PSP	devLPA	5
PSP	mass	1.0
PSP	eggsize	156.2881546603819
PSP	winglength	1.876
PSP	devL1A	11.5
PSP	devL1LP	7.5
PSP	devLPA	4
RRP	mass	1.0
RRP	eggsize	197.36144775399836
RRP	ovarno	30.0
RRP	winglength	1.879
RRP	devL1A	10.5
RRP	devL1LP	6.5
RRP	devLPA	4
PRP	mass	1.2
PRP	eggsize	141.20508263120303
PRP	ovarno	30.0
PRP	winglength	1.88
PRP	devL1A	10.5
PRP	devL1LP	5.5
PRP	devLPA	5
PRP	mass	1.2
PRP	eggsize	228.7476755430459
PRP	winglength	1.881
PRP	devL1A	10.5
PRP	devL1LP	5.5
PRP	devLPA	5
RPP	mass	1.3
RPP	eggsize	118.06105339606385
RPP	winglength	1.882
RPP	devL1A	10.5
RPP	devL1LP	6.5
RPP	devLPA	4
RRP	mass	0.9
RRP	eggsize	151.24576368967834
RRP	winglength	1.882
RRP	devL1A	10.5
RRP	devL1LP	5.5
RRP	devLPA	5
PSP	mass	1.3
PSP	eggsize	211.05903739851507
PSP	winglength	1.883
PSP	devL1A	11.5
PSP	devL1LP	6.5
PSP	devLPA	5
PPP	mass	1.3
PPP	eggsize	122.16229371375309
PPP	winglength	1.885
PPP	devL1A	11.5
PPP	devL1LP	6.5
PPP	devLPA	5
RRP	mass	1.0
RRP	eggsize	177.35767313682248
RRP	winglength	1.885
RRP	devL1A	10.5
RRP	devL1LP	6.5
RRP	devLPA	4
RPP	mass	1.2
RPP	eggsize	137.36522378551805
RPP	winglength	1.887
RPP	devL1A	10.5
RPP	devL1LP	6.5
RPP	devLPA	4
PSP	mass	1.2
PSP	eggsize	175.98982763757743
PSP	ovarno	32.0
PSP	winglength	1.889
PSP	devL1A	10.5
PSP	devL1LP	6.5
PSP	devLPA	4
RRP	mass	1.2
RRP	eggsize	182.43558717640266
RRP	ovarno	32.0
RRP	winglength	1.889
RRP	devL1A	9.5
RRP	devL1LP	6.5
RRP	devLPA	3
PPP	mass	1.4
PPP	eggsize	159.5274766864084
PPP	winglength	1.889
PPP	devL1A	11.5
PPP	devL1LP	6.5
PPP	devLPA	5
RRS	mass	1.4
RRS	eggsize	153.60899998785413
RRS	winglength	1.889
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
RRP	mass	0.9
RRP	eggsize	219.0424646126621
RRP	ovarno	30.0
RRP	winglength	1.89
RRP	devL1A	10.5
RRP	devL1LP	6.5
RRP	devLPA	4
PRP	mass	1.3
PRP	eggsize	92.9309180528949
PRP	winglength	1.89
PRP	devL1A	10.5
PRP	devL1LP	6.5
PRP	devLPA	4
RPP	mass	1.1
RPP	eggsize	188.0237367966527
RPP	ovarno	30.0
RPP	winglength	1.892
RPP	devL1A	10.5
RPP	devL1LP	5.5
RPP	devLPA	5
RRP	mass	1.2
RRP	eggsize	145.2786501060697
RRP	ovarno	30.0
RRP	winglength	1.892
RRP	devL1A	10.5
RRP	devL1LP	6.5
RRP	devLPA	4
RPP	mass	1.3
RPP	eggsize	171.2315451794871
RPP	ovarno	32.0
RPP	winglength	1.893
RPP	devL1A	10.5
RPP	devL1LP	5.5
RPP	devLPA	5
PSP	mass	1.1
PSP	eggsize	196.6488609911228
PSP	winglength	1.893
PSP	devL1A	10.5
PSP	devL1LP	6.5
PSP	devLPA	4
PRP	mass	1.3
PRP	eggsize	142.0590594721236
PRP	ovarno	32.0
PRP	winglength	1.894
PRP	devL1A	10.5
PRP	devL1LP	5.5
PRP	devLPA	5
RPP	mass	1.3
RPP	eggsize	33.71288799142687
RPP	winglength	1.894
RPP	devL1A	10.5
RPP	devL1LP	7.5
RPP	devLPA	3
RRP	mass	1.1
RRP	eggsize	86.08908326442062
RRP	ovarno	38.0
RRP	winglength	1.895
RRP	devL1A	8.5
RRP	devL1LP	4.5
RRP	devLPA	4
PPP	mass	1.3
PPP	eggsize	141.7409067545921
PPP	ovarno	29.0
PPP	winglength	1.896
PPP	devL1A	11.5
PPP	devL1LP	6.5
PPP	devLPA	5
PPP	mass	1.2
PPP	eggsize	133.26030454405776
PPP	ovarno	32.0
PPP	winglength	1.896
PPP	devL1A	10.5
PPP	devL1LP	6.5
PPP	devLPA	4
PRP	mass	1.5
PRP	eggsize	100.37515738951463
PRP	winglength	1.896
PRP	devL1A	10.5
PRP	devL1LP	5.5
PRP	devLPA	5
PRP	mass	1.1
PRP	eggsize	161.08693768067047
PRP	ovarno	30.0
PRP	winglength	1.897
PRP	devL1A	12.5
PRP	devL1LP	7.5
PRP	devLPA	5
PRP	mass	1.2
PRP	eggsize	169.77878301481056
PRP	winglength	1.897
PRP	devL1A	9.5
PRP	devL1LP	5.5
PRP	devLPA	4
RRS	mass	1.5
RRS	eggsize	122.94164527343793
RRS	ovarno	29.0
RRS	winglength	1.898
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
PRP	mass	1.2
PRP	eggsize	159.88634354200238
PRP	winglength	1.899
PRP	devL1A	12.5
PRP	devL1LP	6.5
PRP	devLPA	6
PSP	mass	1.6
PSP	eggsize	114.88674276196632
PSP	winglength	1.899
PSP	devL1A	12.5
PSP	devL1LP	7.5
PSP	devLPA	5
RPP	mass	1.1
RPP	eggsize	140.24451100882368
RPP	ovarno	31.0
RPP	winglength	1.901
RPP	devL1A	9.5
RPP	devL1LP	6.5
RPP	devLPA	3
PRP	mass	1.3
PRP	eggsize	162.33618676706138
PRP	ovarno	34.0
PRP	winglength	1.902
PRP	devL1A	9.5
PRP	devL1LP	5.5
PRP	devLPA	4
RPP	mass	1.3
RPP	eggsize	233.1837211731534
RPP	ovarno	23.0
RPP	winglength	1.903
RPP	devL1A	9.5
RPP	devL1LP	6.5
RPP	devLPA	3
RPP	mass	1.1
RPP	eggsize	127.655834777214
RPP	ovarno	24.0
RPP	winglength	1.904
RPP	devL1A	10.5
RPP	devL1LP	6.5
RPP	devLPA	4
RRP	mass	1.2
RRP	eggsize	96.47911792044488
RRP	ovarno	28.0
RRP	winglength	1.904
RRP	devL1A	9.5
RRP	devL1LP	5.5
RRP	devLPA	4
PPP	mass	1.1
PPP	eggsize	103.20722433094431
PPP	winglength	1.904
PPP	devL1A	11.5
PPP	devL1LP	7.5
PPP	devLPA	4
PPS	mass	1.5
PPS	eggsize	157.1864391241204
PPS	winglength	1.905
PPS	devL1A	9.5
PPS	devL1LP	4.5
PPS	devLPA	5
PRP	mass	1.3
PRP	eggsize	125.88486648828524
PRP	winglength	1.905
PRP	devL1A	10.5
PRP	devL1LP	5.5
PRP	devLPA	5
PSS	mass	1.3
PSS	eggsize	155.20384368771118
PSS	ovarno	38.0
PSS	winglength	1.906
PSS	devL1A	8.5
PSS	devL1LP	5.5
PSS	devLPA	3
RPP	mass	1.2
RPP	eggsize	146.50090625098022
RPP	winglength	1.906
RPP	devL1A	9.5
RPP	devL1LP	5.5
RPP	devLPA	4
RPP	mass	1.2
RPP	eggsize	221.27336862482585
RPP	winglength	1.906
RPP	devL1A	9.5
RPP	devL1LP	5.5
RPP	devLPA	4
RPP	mass	1.6
RPP	eggsize	221.80361824070715
RPP	ovarno	35.0
RPP	winglength	1.907
RPP	devL1A	12.5
RPP	devL1LP	7.5
RPP	devLPA	5
PRP	mass	1.1
PRP	eggsize	186.4671356684717
PRP	winglength	1.907
PRP	devL1A	10.5
PRP	devL1LP	5.5
PRP	devLPA	5
PRP	mass	1.2
PRP	eggsize	119.33206907136775
PRP	winglength	1.907
PRP	devL1A	11.5
PRP	devL1LP	7.5
PRP	devLPA	4
RPP	mass	1.2
RPP	eggsize	231.61371733405053
RPP	ovarno	21.0
RPP	winglength	1.908
RPP	devL1A	10.5
RPP	devL1LP	6.5
RPP	devLPA	4
RRP	mass	1.1
RRP	eggsize	162.09676187342282
RRP	ovarno	28.0
RRP	winglength	1.909
RRP	devL1A	9.5
RRP	devL1LP	5.5
RRP	devLPA	4
RPP	mass	1.2
RPP	eggsize	109.84803488959331
RPP	ovarno	34.0
RPP	winglength	1.91
RPP	devL1A	8.5
RPP	devL1LP	4.5
RPP	devLPA	4
RRR	mass	1.6
RRR	eggsize	167.70656138032905
RRR	ovarno	42.0
RRR	winglength	1.91
RRR	devL1A	7.5
RRR	devL1LP	4.5
RRR	devLPA	3
PPP	mass	1.3
PPP	eggsize	119.4432874261286
PPP	winglength	1.91
PPP	devL1A	11.5
PPP	devL1LP	6.5
PPP	devLPA	5
PRP	mass	1.5
PRP	eggsize	184.77330330495556
PRP	winglength	1.91
PRP	devL1A	11.5
PRP	devL1LP	6.5
PRP	devLPA	5
RRP	mass	1.0
RRP	eggsize	239.67644044407572
RRP	ovarno	31.0
RRP	winglength	1.911
RRP	devL1A	9.5
RRP	devL1LP	5.5
RRP	devLPA	4
RRP	mass	0.9
RRP	eggsize	72.55884827640263
RRP	winglength	1.911
RRP	devL1A	10.5
RRP	devL1LP	5.5
RRP	devLPA	5
PPP	mass	1.1
PPP	eggsize	187.1582370384211
PPP	ovarno	22.0
PPP	winglength	1.912
PPP	devL1A	11.5
PPP	devL1LP	7.5
PPP	devLPA	4
PSP	mass	1.3
PSP	eggsize	136.85811600204266
PSP	winglength	1.912
PSP	devL1A	11.5
PSP	devL1LP	7.5
PSP	devLPA	4
RPP	mass	1.2
RPP	eggsize	186.10488617392076
RPP	winglength	1.913
RPP	devL1A	8.5
RPP	devL1LP	4.5
RPP	devLPA	4
RPP	mass	1.2
RPP	eggsize	171.2337068626523
RPP	winglength	1.913
RPP	devL1A	9.5
RPP	devL1LP	5.5
RPP	devLPA	4
RPP	mass	1.3
RPP	eggsize	227.14970311704138
RPP	ovarno	26.0
RPP	winglength	1.914
RPP	devL1A	8.5
RPP	devL1LP	6.5
RPP	devLPA	2
PRP	mass	1.4
PRP	eggsize	115.44173711711521
PRP	ovarno	35.0
PRP	winglength	1.915
PRP	devL1A	11.5
PRP	devL1LP	7.5
PRP	devLPA	4
RPP	mass	1.6
RPP	eggsize	126.16401331204376
RPP	winglength	1.915
RPP	devL1A	8.5
RPP	devL1LP	4.5
RPP	devLPA	4
RRS	mass	1.6
RRS	eggsize	159.7691653302255
RRS	winglength	1.915
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
RPP	mass	1.4
RPP	eggsize	189.16065125469302
RPP	ovarno	30.0
RPP	winglength	1.916
RPP	devL1A	11.5
RPP	devL1LP	7.5
RPP	devLPA	4
PSS	mass	1.4
PSS	eggsize	252.68538941546598
PSS	ovarno	37.0
PSS	winglength	1.916
PSS	devL1A	10.5
PSS	devL1LP	5.5
PSS	devLPA	5
PPP	mass	1.4
PPP	eggsize	168.210689668741
PPP	winglength	1.916
PPP	devL1A	11.5
PPP	devL1LP	6.5
PPP	devLPA	5
RPP	mass	1.0
RPP	eggsize	80.61566436584442
RPP	ovarno	33.0
RPP	winglength	1.917
RPP	devL1A	10.5
RPP	devL1LP	6.5
RPP	devLPA	4
PRP	mass	1.2
PRP	eggsize	93.76596443306596
PRP	ovarno	32.0
PRP	winglength	1.918
PRP	devL1A	10.5
PRP	devL1LP	5.5
PRP	devLPA	5
PPP	mass	1.1
PPP	eggsize	101.38203179369577
PPP	winglength	1.918
PPP	devL1A	11.5
PPP	devL1LP	6.5
PPP	devLPA	5
PRP	mass	1.1
PRP	eggsize	94.70007444560275
PRP	winglength	1.918
PRP	devL1A	10.5
PRP	devL1LP	7.5
PRP	devLPA	3
RPP	mass	1.2
RPP	eggsize	166.42852392885396
RPP	winglength	1.918
RPP	devL1A	8.5
RPP	devL1LP	6.5
RPP	devLPA	2
RPP	mass	1.3
RPP	eggsize	207.61672090366648
RPP	winglength	1.92
RPP	devL1A	8.5
RPP	devL1LP	4.5
RPP	devLPA	4
PPP	mass	1.1
PPP	eggsize	68.28877391055745
PPP	winglength	1.921
PPP	devL1A	10.5
PPP	devL1LP	6.5
PPP	devLPA	4
SSS	mass	1.2
SSS	eggsize	41.05191239465316
SSS	ovarno	37.0
SSS	winglength	1.922
SSS	devL1A	9.5
SSS	devL1LP	5.5
SSS	devLPA	4
PPP	mass	1.2
PPP	eggsize	168.62442468381593
PPP	ovarno	26.0
PPP	winglength	1.923
PPP	devL1A	10.5
PPP	devL1LP	6.5
PPP	devLPA	4
RPP	mass	1.1
RPP	eggsize	161.34175670346409
RPP	ovarno	27.0
RPP	winglength	1.923
RPP	devL1A	8.5
RPP	devL1LP	6.5
RPP	devLPA	2
RPP	mass	1.1
RPP	eggsize	104.44580125544515
RPP	ovarno	28.0
RPP	winglength	1.924
RPP	devL1A	10.5
RPP	devL1LP	6.5
RPP	devLPA	4
RPP	mass	1.2
RPP	eggsize	92.34430118886199
RPP	ovarno	31.0
RPP	winglength	1.924
RPP	devL1A	9.5
RPP	devL1LP	5.5
RPP	devLPA	4
PPP	mass	1.2
PPP	eggsize	231.61432493798566
PPP	ovarno	32.0
PPP	winglength	1.924
PPP	devL1A	11.5
PPP	devL1LP	6.5
PPP	devLPA	5
RRP	mass	1.2
RRP	eggsize	96.90168366494692
RRP	winglength	1.924
RRP	devL1A	10.5
RRP	devL1LP	6.5
RRP	devLPA	4
PPP	mass	1.2
PPP	eggsize	76.44453263280428
PPP	winglength	1.926
PPP	devL1A	10.5
PPP	devL1LP	6.5
PPP	devLPA	4
PPP	mass	1.3
PPP	eggsize	110.974587898934
PPP	winglength	1.926
PPP	devL1A	11.5
PPP	devL1LP	6.5
PPP	devLPA	5
RPP	mass	1.3
RPP	eggsize	162.79853339790697
RPP	ovarno	31.0
RPP	winglength	1.927
RPP	devL1A	11.5
RPP	devL1LP	7.5
RPP	devLPA	4
PPS	mass	1.4
PPS	eggsize	159.8948026206884
PPS	ovarno	32.0
PPS	winglength	1.927
PPS	devL1A	10.5
PPS	devL1LP	5.5
PPS	devLPA	5
RPP	mass	1.0
RPP	eggsize	156.56400767663874
RPP	winglength	1.928
RPP	devL1A	8.5
RPP	devL1LP	6.5
RPP	devLPA	2
PPP	mass	1.2
PPP	eggsize	178.8439277596476
PPP	ovarno	22.0
PPP	winglength	1.93
PPP	devL1A	10.5
PPP	devL1LP	6.5
PPP	devLPA	4
RPP	mass	1.2
RPP	eggsize	119.51277281574133
RPP	ovarno	32.0
RPP	winglength	1.931
RPP	devL1A	9.6
RPP	devL1LP	5.6
RPP	devLPA	4
PPP	mass	1.3
PPP	eggsize	143.8479943401737
PPP	winglength	1.931
PPP	devL1A	11.5
PPP	devL1LP	7.5
PPP	devLPA	4
PSP	mass	1.4
PSP	eggsize	102.33814887904444
PSP	winglength	1.931
PSP	devL1A	11.5
PSP	devL1LP	6.5
PSP	devLPA	5
RPP	mass	1.4
RPP	eggsize	188.9054945581125
RPP	ovarno	30.0
RPP	winglength	1.932
RPP	devL1A	9.5
RPP	devL1LP	6.5
RPP	devLPA	3
RRP	mass	1.2
RRP	eggsize	133.61410622644712
RRP	ovarno	32.0
RRP	winglength	1.935
RRP	devL1A	7.5
RRP	devL1LP	4.5
RRP	devLPA	3
PRP	mass	1.2
PRP	eggsize	185.99194737563602
PRP	winglength	1.935
PRP	devL1A	10.5
PRP	devL1LP	6.5
PRP	devLPA	4
PPP	mass	1.2
PPP	eggsize	225.25179624359674
PPP	ovarno	34.0
PPP	winglength	1.936
PPP	devL1A	10.5
PPP	devL1LP	6.5
PPP	devLPA	4
PSP	mass	1.3
PSP	eggsize	21.477218706666775
PSP	winglength	1.936
PSP	devL1A	10.5
PSP	devL1LP	5.5
PSP	devLPA	5
RPP	mass	1.1
RPP	eggsize	115.07909453578682
RPP	winglength	1.936
RPP	devL1A	10.5
RPP	devL1LP	6.5
RPP	devLPA	4
PRP	mass	1.2
PRP	eggsize	105.3214440729079
PRP	winglength	1.937
PRP	devL1A	12.5
PRP	devL1LP	7.5
PRP	devLPA	5
PRP	mass	1.3
PRP	eggsize	82.99064926751947
PRP	winglength	1.937
PRP	devL1A	10.5
PRP	devL1LP	6.5
PRP	devLPA	4
RPP	mass	1.2
RPP	eggsize	121.11481384972376
RPP	winglength	1.937
RPP	devL1A	10.5
RPP	devL1LP	6.5
RPP	devLPA	4
RSS	mass	1.3
RSS	eggsize	173.89912212654366
RSS	winglength	1.937
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
RSS	mass	1.4
RSS	eggsize	48.19386332703097
RSS	ovarno	36.0
RSS	winglength	1.938
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
RRP	mass	1.1
RRP	eggsize	168.74751527478034
RRP	winglength	1.938
RRP	devL1A	8.5
RRP	devL1LP	5.5
RRP	devLPA	3
PPR	mass	1.7
PPR	eggsize	142.15446341553613
PPR	winglength	1.94
PPR	devL1A	8.5
PPR	devL1LP	4.5
PPR	devLPA	4
PRP	mass	1.4
PRP	eggsize	155.35091405510937
PRP	winglength	1.94
PRP	devL1A	10.5
PRP	devL1LP	5.5
PRP	devLPA	5
PPP	mass	1.4
PPP	eggsize	176.5756218154163
PPP	ovarno	29.0
PPP	winglength	1.941
PPP	devL1A	10.5
PPP	devL1LP	6.5
PPP	devLPA	4
PPP	mass	1.5
PPP	eggsize	101.90525068226958
PPP	ovarno	30.0
PPP	winglength	1.941
PPP	devL1A	11.5
PPP	devL1LP	6.5
PPP	devLPA	5
PRP	mass	1.2
PRP	eggsize	109.44218955737634
